id,name,now_cost,position,team,red_cards,transfers_in_event,assists,saves,transfers_out,bonus,clean_sheets_per_90,cost_change_start,cost_change_event,starts,corners_and_indirect_freekicks_order,direct_freekicks_order,selected_rank_type,expected_goal_involvements_per_90,now_cost_rank,goals_conceded_per_90,ict_index_rank_type,selected_rank,form_rank_type,creativity_rank_type,ep_this,cost_change_event_fall,points_per_game_rank,ict_index,threat,ict_index_rank,now_cost_rank_type,expected_assists_per_90,influence_rank_type,expected_goals_conceded,chance_of_playing_this_round,penalties_missed,web_name,selected_by_percent,expected_goals_per_90,chance_of_playing_next_round,saves_per_90,points_per_game_rank_type,clean_sheets,threat_rank_type,own_goals,expected_goals,news,news_added,form_rank,penalties_order,value_form,transfers_in,form,creativity,value_season,bps,goals_conceded,yellow_cards,goals_scored,expected_goal_involvements,influence_rank,creativity_rank,points_per_game,influence,minutes,penalties_saved,status,expected_assists,transfers_out_event,starts_per_90,threat_rank,cost_change_start_fall,dreamteam_count,in_dreamteam,ep_next,event_points,total_points,expected_goals_conceded_per_90
587,Anis Slimane,47,MID,Sheffield Utd,0,11,0,0,4735,0,0.0,-3,0,1,,,232,0.18,332,5.0,193,604,151,187,0.0,0,457,2.4,12.0,415,216,0.08,196,3.59,100.0,0,Slimane,0.0,0.1,100.0,0.0,221,0,170,0,0.12,,2023-08-18T23:30:05.917352Z,320,,0.1,449,0.5,8.6,0.6,7,6,2,0,0.21,427,371,0.6,4.2,108,0,a,0.09,33,0.83,337,3,0,False,0.0,1,3,2.99
592,Yasser Larouci,43,DEF,Sheffield Utd,0,11,0,0,3391,0,0.0,-2,0,1,,,196,0.08,596,2.88,130,509,200,142,-0.5,0,447,7.0,31.0,360,152,0.01,127,6.90,,0,Larouci,0.0,0.07,,0.0,146,0,76,0,0.17,,,517,,0.0,882,0.0,2.8,0.9,25,7,0,0,0.19,334,389,0.8,36.2,219,0,a,0.02,49,0.41,252,2,0,False,-0.5,0,4,2.84
593,Bénie Traoré,52,FWD,Sheffield Utd,0,57,0,0,11293,0,0.0,-3,0,3,,,75,0.19,163,2.51,45,537,50,39,-0.3,0,310,9.0,29.0,337,42,0.11,44,9.55,,0,T.Bénie,0.0,0.08,,0.0,39,0,46,0,0.27,,,374,,0.0,6930,0.2,42.3,1.7,7,9,0,0,0.67,376,251,1.5,20.4,323,0,a,0.40,96,0.84,259,3,0,False,-0.3,0,9,2.66
638,Vini de Souza Costa,50,MID,Sheffield Utd,0,37,0,0,1472,1,0.0,0,0,11,,,245,0.03,202,2.81,103,624,100,151,1.0,0,286,24.4,42.0,209,126,0.01,49,23.69,100.0,0,Vini Souza,0.0,0.02,100.0,0.0,131,0,116,0,0.16,,2023-08-10T15:30:07.083501Z,217,,0.3,1457,1.5,31.3,4.0,107,29,2,0,0.25,124,283,1.7,172.2,928,0,a,0.09,30,1.07,222,0,0,False,1.0,1,20,2.3
653,Femi Seriki,40,DEF,Sheffield Utd,0,52,0,0,3362,0,0.0,0,0,0,,,178,0.0,683,0.0,199,455,166,197,-0.5,0,546,0.0,0.0,541,205,0.0,200,0.00,,0,Seriki,0.1,0.0,,0.0,196,0,190,0,0.00,,,472,,0.0,4461,0.0,0.0,0.0,0,0,0,0,0.00,535,519,0.0,0.0,0,0,a,0.00,73,0.0,497,0,0,False,-0.5,0,0,0.0
654,Louie Marsh,45,FWD,Sheffield Utd,0,0,0,0,4488,0,0.0,0,0,0,,,80,0.0,452,0.0,79,571,77,79,0.0,0,681,0.0,0.0,679,84,0.0,77,0.00,0.0,0,Marsh,0.0,0.0,0.0,0.0,81,0,79,0,0.00,Season-long loan to Doncaster Rovers,2023-09-01T21:50:15.739167Z,638,,0.0,3568,0.0,0.0,0.0,0,0,0,0,0.00,673,669,0.0,0.0,0,0,u,0.00,32,0.0,660,0,0,False,0.0,0,0,0.0
655,Andre Brooks,45,MID,Sheffield Utd,0,49,0,0,3531,0,0.0,0,0,0,,,196,0.05,457,4.74,204,543,256,203,-0.5,0,396,0.6,2.0,438,266,0.05,201,0.12,,0,Brooks,0.0,0.0,,0.0,186,0,201,0,0.00,,,642,,0.0,4330,0.0,1.0,0.4,6,1,0,0,0.01,435,406,1.0,2.8,19,0,a,0.01,60,0.0,401,0,0,False,-0.5,0,2,0.57
656,Antwoine Hackford,45,FWD,Sheffield Utd,0,224,0,0,7330,0,0.0,0,0,0,,,63,0.0,431,8.18,71,436,69,54,-0.5,0,391,0.0,0.0,661,76,0.0,69,0.12,,0,Hackford,0.1,0.0,,0.0,47,0,71,0,0.00,,,619,,0.0,9087,0.0,0.3,0.4,5,1,0,0,0.00,655,422,1.0,0.0,11,0,a,0.00,147,0.0,641,0,0,False,-0.5,0,2,0.98
663,Gustavo Hamer,50,MID,Sheffield Utd,0,121,0,0,33869,2,0.1,0,0,11,2.0,,96,0.23,190,2.1,46,318,85,30,1.0,0,137,48.3,99.0,72,119,0.09,56,20.01,75.0,0,Hamer,0.2,0.14,100.0,0.0,58,1,72,0,1.36,,2023-11-04T19:30:09.559157Z,188,,0.4,47681,1.8,229.6,6.6,128,21,2,2,2.29,142,37,3.0,155.0,902,0,a,0.93,860,1.1,118,0,1,False,1.3,2,33,2.0
666,Tom Davies,50,MID,Sheffield Utd,0,6,0,0,395,0,0.0,0,0,0,,,296,0.2,187,7.89,192,709,296,183,0.0,0,454,2.8,8.0,410,116,0.06,191,2.51,0.0,0,T.Davies,0.0,0.14,0.0,0.0,219,0,184,0,0.09,Thigh injury - Unknown return date,2023-10-06T11:00:10.190930Z,695,,0.0,273,0.0,13.0,0.4,-2,5,1,0,0.13,419,357,0.7,6.4,57,0,i,0.04,8,0.0,363,0,0,False,0.0,0,2,3.96
693,Luke Thomas,40,DEF,Sheffield Utd,0,323,0,0,3837,0,0.0,0,0,8,,,169,0.08,659,2.76,69,435,79,63,0.5,0,443,21.8,60.0,227,189,0.02,88,16.50,,0,Thomas,0.1,0.06,,0.0,142,0,37,0,0.51,,,243,,0.2,8546,1.0,50.5,1.8,73,22,1,0,0.68,214,225,0.8,106.6,717,0,a,0.17,130,1.0,179,0,0,False,0.5,2,7,2.07
730,Ryan Oné,45,MID,Sheffield Utd,0,21,0,0,86,0,0.0,0,0,0,,,308,0.0,464,25.71,282,727,169,211,-0.3,0,398,0.0,0.0,684,270,0.0,278,1.28,,0,Oné,0.0,0.0,,0.0,187,0,276,0,0.00,,,357,,0.0,229,0.2,0.3,0.2,3,2,0,0,0.00,678,423,1.0,0.0,7,0,a,0.00,15,0.0,667,0,0,False,-0.3,0,1,16.46
731,Jili Buyabu,40,DEF,Sheffield Utd,0,59,0,0,237,0,0.0,0,0,0,,,229,0.0,708,0.0,215,674,182,213,-0.5,0,568,0.0,0.0,563,224,0.0,216,0.00,,0,Buyabu,0.0,0.0,,0.0,212,0,206,0,0.00,,,494,,0.0,657,0.0,0.0,0.0,0,0,0,0,0.00,557,541,0.0,0.0,0,0,a,0.00,38,0.0,519,0,0,False,-0.5,0,0,0.0
450,Brennan Johnson,58,MID,Spurs,0,6547,1,0,64105,1,0.2,-2,0,6,,,83,0.37,78,1.59,95,254,41,113,3.5,0,180,26.9,124.0,193,48,0.1,99,7.34,100.0,0,Johnson,0.4,0.27,100.0,0.0,79,1,61,0,1.37,,2023-09-24T22:30:07.995996Z,77,,0.6,41455,3.5,62.7,4.0,62,8,1,1,1.86,249,195,2.6,83.0,452,0,a,0.49,838,1.19,99,2,0,False,3.5,9,23,1.46
491,Brandon Austin,39,GKP,Spurs,0,304,0,0,10945,0,0.0,-1,0,0,,,49,0.0,730,0.0,39,315,37,22,0.0,0,480,0.0,0.0,475,81,0.0,39,0.00,,0,Austin,0.2,0.0,,0.0,39,0,15,0,0.00,,,399,,0.0,6532,0.0,0.0,0.0,0,0,0,0,0.00,469,452,0.0,0.0,0,0,a,0.00,169,0.0,427,1,0,False,0.0,0,0,0.0
492,Rodrigo Bentancur,54,MID,Spurs,0,338,0,0,1370,0,0.0,-1,0,0,,,212,1.01,121,9.47,183,567,161,180,0.5,0,455,3.5,13.0,395,76,0.02,182,3.69,100.0,0,Bentancur,0.0,0.99,100.0,0.0,220,0,168,0,0.63,,2023-07-05T16:30:03.838788Z,334,,0.1,2728,0.5,14.4,0.4,1,6,1,0,0.64,405,348,0.7,9.8,57,0,a,0.01,208,0.0,335,1,0,False,0.5,0,2,5.83
493,Yves Bissouma,50,MID,Spurs,1,438,0,0,75645,0,0.41,0,0,11,,4.0,79,0.18,200,1.22,59,245,87,75,1.8,0,309,42.6,105.0,94,124,0.11,37,17.08,100.0,0,Bissouma,0.4,0.07,0.0,0.0,144,4,68,0,0.69,Suspended until 03 Dec,2023-11-12T20:00:09.383503Z,190,,0.4,77487,1.8,121.7,3.4,127,12,5,0,1.73,98,103,1.5,200.0,888,0,s,1.04,2735,1.11,110,0,0,False,0.0,2,17,1.73
494,Bryan Gil Salvatierra,49,MID,Spurs,0,59,0,0,738,0,0.0,-1,0,0,,,274,0.0,263,16.88,214,675,158,198,0.5,0,422,0.2,0.0,454,167,0.0,301,1.21,100.0,0,Bryan,0.0,0.0,100.0,0.0,205,0,298,0,0.00,,2023-08-04T11:00:04.405468Z,329,,0.1,703,0.5,2.0,0.4,4,3,0,0,0.00,707,396,1.0,0.0,16,0,a,0.00,34,0.0,701,1,0,False,0.5,1,2,6.81
495,Ben Davies,43,DEF,Spurs,0,865,1,0,54107,0,0.0,-2,0,2,,,98,0.33,577,1.01,119,252,98,136,0.5,0,300,9.1,16.0,335,137,0.02,109,2.92,100.0,0,Davies,0.4,0.31,100.0,0.0,99,0,104,0,0.62,,2023-11-02T14:30:08.810066Z,301,,0.1,15847,0.5,6.5,2.1,44,2,0,0,0.65,272,375,1.5,68.8,178,0,a,0.03,405,1.01,313,2,0,False,0.5,1,9,1.48
496,Eric Dier,42,DEF,Spurs,0,1907,0,0,77434,0,0.0,-3,0,1,,,80,0.02,608,3.7,140,215,185,150,0.0,0,572,3.7,2.0,391,158,0.02,129,5.87,,0,Dier,0.6,0.0,,0.0,215,0,141,0,0.00,,,498,,0.0,26920,0.0,0.9,0.0,18,6,0,0,0.03,337,407,0.0,34.2,146,0,a,0.03,884,0.62,391,3,0,False,0.0,1,0,3.62
497,Emerson Leite de Souza Junior,44,DEF,Spurs,0,1388,0,0,162475,1,0.0,-1,0,2,,,72,0.14,529,2.49,91,184,104,103,0.5,0,293,17.1,19.0,270,118,0.12,73,8.86,,0,E.Royal,0.9,0.02,,0.0,96,0,95,0,0.07,,,309,,0.1,146816,0.5,26.5,3.2,79,9,1,1,0.51,180,305,1.6,123.6,325,0,a,0.44,1934,0.55,294,1,0,False,0.5,0,14,2.45
498,Fraser Forster,39,GKP,Spurs,0,1397,0,0,185746,0,0.0,-1,0,0,,,18,0.0,711,0.0,29,127,27,10,0.0,0,465,0.0,0.0,460,69,0.0,29,0.00,100.0,0,Forster,2.2,0.0,100.0,0.0,29,0,3,0,0.00,,2023-08-11T16:00:08.821890Z,383,,0.0,28549,0.0,0.0,0.0,0,0,0,0,0.00,454,435,0.0,0.0,0,0,a,0.00,1246,0.0,410,1,0,False,0.0,0,0,0.0
499,Pierre-Emile Højbjerg,52,MID,Spurs,0,521,0,0,44444,0,0.24,-3,0,2,,,90,0.14,153,1.68,128,284,102,144,1.5,0,427,15.7,32.0,280,95,0.1,96,8.39,,0,Højbjerg,0.3,0.04,,0.0,210,1,131,0,0.15,,,219,,0.3,12013,1.5,37.9,2.1,63,7,3,0,0.54,243,265,1.0,87.2,376,0,a,0.40,485,0.48,251,3,0,False,1.5,2,11,2.01
500,Harry Kane,125,FWD,Spurs,0,0,0,0,319439,0,0.0,0,0,0,,,35,0.0,3,0.0,96,210,96,96,0.0,0,742,0.0,0.0,743,2,0.0,96,0.00,0.0,0,Kane,0.6,0.0,0.0,0.0,96,0,96,0,0.00,Transferred to Bayern Munich,2023-08-12T09:23:00.234032Z,739,,0.0,565,0.0,0.0,0.0,0,0,0,0,0.00,743,743,0.0,0.0,0,0,u,0.00,190,0.0,743,0,0,False,0.0,0,0,0.0
501,Dejan Kulusevski,70,MID,Spurs,0,8611,0,0,244698,3,0.43,0,0,12,2.0,,38,0.28,33,0.86,9,130,37,12,3.8,0,84,90.2,348.0,12,18,0.17,29,15.71,,0,Kulusevski,2.0,0.11,,0.0,42,5,9,0,1.25,,,69,,0.5,280537,3.8,332.2,6.6,171,10,1,3,3.24,78,16,3.8,220.8,1041,0,a,2.00,5974,1.04,15,0,0,False,3.8,2,46,1.36
502,Hugo Lloris,48,GKP,Spurs,0,495,0,0,57428,0,0.0,-2,0,0,,,29,0.0,274,0.0,84,213,84,79,0.0,0,692,0.0,0.0,690,9,0.0,84,0.00,,0,Lloris,0.6,0.0,,0.0,84,0,77,0,0.00,,,660,,0.0,23261,0.0,0.0,0.0,0,0,0,0,0.00,687,685,0.0,0.0,0,0,a,0.00,945,0.0,678,2,0,False,0.0,0,0,0.0
503,Giovani Lo Celso,48,MID,Spurs,0,89,0,0,11424,0,0.0,-2,0,0,,,175,0.23,297,4.62,180,510,154,177,0.5,0,412,3.9,11.0,388,195,0.05,177,2.02,100.0,0,Lo Celso,0.0,0.18,100.0,0.0,198,0,174,0,0.08,,2023-09-01T13:00:09.098062Z,325,,0.1,2296,0.5,14.9,0.6,14,2,0,0,0.10,391,342,1.0,13.0,39,0,a,0.02,65,0.0,345,2,0,False,0.5,1,3,4.66
504,James Maddison,79,MID,Spurs,0,714,6,0,3888331,6,0.51,4,-1,11,1.0,2.0,7,0.61,14,0.82,3,17,28,2,0.0,1,11,109.6,316.0,5,8,0.32,7,12.06,0.0,0,Maddison,16.8,0.29,0.0,0.0,6,5,11,0,2.80,Ankle injury - Expected back 14 Jan,2023-11-06T23:30:09.609885Z,57,2.0,0.5,4214852,4.0,451.0,8.0,230,8,2,3,5.91,18,3,5.7,330.0,882,0,i,3.11,542828,1.12,19,-4,0,False,0.0,0,63,1.23
505,Tanguy Ndombélé Alvaro,44,MID,Spurs,0,0,0,0,47584,0,0.0,-1,0,0,,,95,0.0,524,0.0,230,310,200,226,0.0,0,605,0.0,0.0,599,291,0.0,225,0.00,0.0,0,Ndombele,0.2,0.0,0.0,0.0,234,0,220,0,0.00,On loan to Galatasaray with an option to buy for €15m,2023-09-07T15:49:59.768785Z,549,,0.0,12864,0.0,0.0,0.0,0,0,0,0,0.00,592,583,0.0,0.0,0,0,u,0.00,319,0.0,569,1,0,False,0.0,0,0,0.0
506,Pedro Porro,52,DEF,Spurs,0,50131,3,0,523388,4,0.36,2,0,11,3.0,1.0,9,0.24,161,1.19,6,28,21,6,3.2,0,55,53.7,63.0,58,16,0.16,16,16.42,,0,Pedro Porro,13.0,0.08,,0.0,11,4,35,0,0.85,,,85,,0.6,1553892,3.2,227.5,8.7,258,13,1,0,2.65,54,38,4.1,246.0,987,0,a,1.80,11733,1.0,171,-2,0,False,3.2,5,45,1.5
507,Ivan Perišić,47,DEF,Spurs,0,31,1,0,282030,0,0.0,-3,0,0,,,75,0.84,311,0.92,103,190,229,45,0.0,0,348,14.0,27.0,294,37,0.73,125,1.44,0.0,0,Perišić,0.9,0.11,0.0,0.0,117,0,81,0,0.12,Knee injury - Expected back 01 Jun,2023-09-20T12:30:08.524991Z,652,,0.0,58212,0.0,71.2,1.3,34,1,2,0,0.92,326,173,1.2,41.6,98,0,i,0.80,1269,0.0,265,3,0,False,0.0,0,6,1.32
509,Richarlison de Andrade,67,MID,Spurs,0,64,3,0,504213,0,0.5,-3,0,7,,,54,0.58,42,0.67,47,164,67,92,0.0,0,141,48.3,255.0,73,25,0.12,65,7.00,0.0,0,Richarlison,1.2,0.46,0.0,0.0,60,3,18,0,2.72,Pelvic - Expected back 07 Dec,2023-11-10T14:00:11.486279Z,142,2.0,0.3,219632,2.2,97.8,4.5,49,4,2,1,3.43,172,131,3.0,130.0,535,0,i,0.71,9115,1.18,32,3,0,False,0.0,0,30,1.18
510,Joe Rodon,40,DEF,Spurs,0,0,0,0,13184,0,0.0,0,0,0,,,175,0.0,647,0.0,183,452,147,181,0.0,0,517,0.0,0.0,513,181,0.0,183,0.00,0.0,0,Rodon,0.1,0.0,0.0,0.0,179,0,172,0,0.00,Season long loan to Leeds United,2023-08-11T10:47:30.310788Z,441,,0.0,0,0.0,0.0,0.0,0,0,0,0,0.00,506,491,0.0,0.0,0,0,u,0.00,55,0.0,467,0,0,False,0.0,0,0,0.0
511,Cristian Romero,50,DEF,Spurs,1,635,0,0,1245612,7,0.42,5,0,11,,,10,0.14,198,1.16,22,31,48,51,0.0,0,63,41.1,67.0,97,26,0.06,8,18.27,0.0,0,Romero,12.3,0.08,0.0,0.0,14,4,32,1,0.78,Suspended until 07 Dec,2023-11-06T23:30:09.651871Z,161,,0.4,2168681,2.0,64.3,8.8,215,11,2,2,1.34,31,188,4.0,278.4,855,0,s,0.56,151680,1.16,165,-5,1,False,0.0,0,44,1.92
512,Davinson Sánchez,44,DEF,Spurs,0,0,0,0,14279,0,0.0,-1,0,0,,,167,0.18,500,2.37,146,433,205,139,0.0,0,596,2.6,4.0,413,102,0.04,143,2.02,0.0,0,Sánchez,0.1,0.14,0.0,0.0,223,0,139,0,0.12,Permanent transfer to Galatasaray,2023-09-07T15:50:57.233998Z,536,,0.0,2363,0.0,5.0,0.0,9,2,1,0,0.15,382,380,0.0,17.0,76,0,u,0.03,72,0.0,385,1,0,False,0.0,0,0,2.39
513,Pape Matar Sarr,46,MID,Spurs,0,10749,2,0,333141,2,0.43,1,0,11,,,27,0.28,349,0.76,34,98,47,39,3.0,0,134,57.4,189.0,49,222,0.09,40,11.48,,0,Sarr,3.4,0.19,,0.0,57,4,30,0,1.73,,,92,,0.7,542727,3.0,190.9,7.8,171,7,3,1,2.59,106,50,3.0,191.6,829,0,a,0.86,8114,1.19,48,-1,0,False,3.0,3,36,1.25
514,Ryan Sessegnon,44,DEF,Spurs,0,10,0,0,880,0,0.0,-1,0,0,,,233,0.0,502,0.0,226,693,206,226,0.0,0,597,0.0,0.0,591,103,0.0,226,0.00,0.0,0,Sessegnon,0.0,0.0,0.0,0.0,224,0,224,0,0.00,Hamstring injury - Unknown return date,2023-07-12T00:30:03.648310Z,538,,0.0,507,0.0,0.0,0.0,0,0,0,0,0.00,584,574,0.0,0.0,0,0,i,0.00,12,0.0,560,1,0,False,0.0,0,0,0.0
515,Oliver Skipp,46,MID,Spurs,0,169,0,0,20149,0,0.0,-4,0,1,,,134,0.01,340,3.12,176,420,148,163,0.5,0,400,4.6,6.0,382,220,0.01,168,5.39,,0,Skipp,0.1,0.0,,0.0,188,0,189,0,0.00,,,315,,0.1,5589,0.5,24.2,1.5,34,6,1,0,0.02,379,316,1.0,19.0,173,0,a,0.02,205,0.52,373,4,0,False,0.5,0,7,2.8
516,Son Heung-min,97,MID,Spurs,0,58409,1,0,1062908,11,0.37,7,0,12,,3.0,3,0.62,5,1.29,7,6,5,23,7.0,0,3,98.7,381.0,9,3,0.2,3,16.58,100.0,0,Son,40.5,0.42,100.0,0.0,2,4,5,0,4.55,,2023-09-29T13:30:09.441382Z,9,1.0,0.7,4417577,7.0,251.5,8.5,253,14,0,8,6.67,8,29,6.8,356.8,976,0,a,2.12,103692,1.11,10,-7,2,True,7.0,2,82,1.53
517,Djed Spence,40,DEF,Spurs,0,0,0,0,42743,0,0.0,0,0,0,,,115,0.0,653,0.0,185,299,150,183,0.0,0,522,0.0,0.0,518,184,0.0,185,0.00,0.0,0,Spence,0.2,0.0,0.0,0.0,181,0,174,0,0.00,Season-long loan to Leeds United,2023-08-31T08:53:56.855071Z,447,,0.0,6594,0.0,0.0,0.0,0,0,0,0,0.00,511,496,0.0,0.0,0,0,u,0.00,285,0.0,472,0,0,False,0.0,0,0,0.0
518,Japhet Tanganga,40,DEF,Spurs,0,0,0,0,61106,0,0.0,0,0,0,,,102,0.0,642,0.0,180,262,143,178,0.0,0,513,0.0,0.0,509,177,0.0,180,0.00,0.0,0,Tanganga,0.4,0.0,0.0,0.0,176,0,169,0,0.00,Season-long loan to Augsburg,2023-09-01T15:33:02.832710Z,436,,0.0,11423,0.0,0.0,0.0,0,0,0,0,0.00,502,487,0.0,0.0,0,0,u,0.00,436,0.0,463,0,0,False,0.0,0,0,0.0
519,Destiny Udogie,48,DEF,Spurs,1,6868,2,0,1598720,4,0.35,3,0,10,,,12,0.12,308,1.38,32,37,241,23,0.0,0,146,35.3,86.0,122,36,0.09,44,17.38,0.0,0,Udogie,10.4,0.03,75.0,0.0,50,3,17,0,0.24,Muscle injury - 75% chance of playing,2023-11-14T11:30:10.284463Z,743,,-0.2,2337773,-0.8,104.2,6.0,137,12,3,0,1.06,129,125,2.9,163.0,782,0,d,0.82,28005,1.15,134,-3,1,False,-0.6,0,29,2.0
520,Guglielmo Vicario,52,GKP,Spurs,0,10461,0,39,338646,5,0.33,2,0,12,,,8,0.0,157,1.25,8,47,10,84,2.8,0,68,33.2,0.0,144,4,0.0,8,18.71,,0,Vicario,8.0,0.0,,3.25,7,4,83,0,0.00,,,109,,0.5,946790,2.8,0.0,9.0,251,15,2,0,0.00,17,723,3.9,332.4,1080,0,a,0.00,16883,1.0,720,-2,1,False,2.8,1,47,1.56
521,Alfie Whiteman,39,GKP,Spurs,0,945,0,0,16079,0,0.0,-1,0,0,,,45,0.0,725,0.0,36,305,34,19,0.0,0,476,0.0,0.0,471,78,0.0,36,0.00,0.0,0,Whiteman,0.2,0.0,0.0,0.0,36,0,12,0,0.00,Ankle injury - Unknown return date,2023-08-11T16:00:08.892883Z,395,,0.0,10782,0.0,0.0,0.0,0,0,0,0,0.00,465,448,0.0,0.0,0,0,i,0.00,394,0.0,423,1,0,False,0.0,0,0,0.0
583,Manor Solomon,51,MID,Spurs,0,11,2,0,27504,2,0.0,-4,-1,2,,,137,0.53,165,0.92,91,425,302,56,0.0,1,157,28.0,61.0,185,102,0.34,107,1.79,0.0,0,Solomon,0.1,0.19,0.0,0.0,68,0,103,0,0.41,Knee injury - Expected back 09 Dec,2023-10-06T15:30:09.250334Z,705,,0.0,18770,0.0,144.3,2.7,53,2,1,0,1.16,264,76,2.8,73.4,196,0,i,0.75,194,0.92,178,4,1,False,0.0,0,14,0.82
639,Micky van de Ven,46,DEF,Spurs,0,424,0,0,453118,4,0.38,1,-1,11,,,41,0.04,350,0.95,61,99,36,123,0.0,1,67,25.4,32.0,204,50,0.01,33,13.62,0.0,0,Van de Ven,3.3,0.03,0.0,0.0,15,4,75,0,0.35,Hamstring injury - Expected back 14 Jan,2023-11-06T23:30:09.875820Z,130,,0.5,729127,2.2,14.0,9.3,227,10,1,1,0.46,93,351,3.9,206.6,945,0,i,0.11,80440,1.05,250,-1,1,False,0.0,0,43,1.3
640,Dane Scarlett,45,FWD,Spurs,0,0,0,0,28739,0,0.0,0,0,0,,,57,0.0,432,0.0,72,356,70,72,0.0,0,665,0.0,0.0,662,77,0.0,70,0.00,0.0,0,Scarlett,0.1,0.0,0.0,0.0,74,0,72,0,0.00,Season-long loan to  Ipswich Town,2023-09-01T07:25:42.681391Z,620,,0.0,7772,0.0,0.0,0.0,0,0,0,0,0.00,656,651,0.0,0.0,0,0,u,0.00,130,0.0,642,0,0,False,0.0,0,0,0.0
641,Alejo Véliz,54,FWD,Spurs,0,188,0,0,8968,0,0.0,-1,0,0,,,70,0.0,128,0.0,87,462,51,53,0.2,0,456,0.0,0.0,728,35,0.0,87,0.89,,0,Veliz,0.1,0.0,,0.0,59,0,87,0,0.00,,,377,,0.0,6516,0.2,0.6,0.4,2,0,1,0,0.00,728,416,0.7,0.0,10,0,a,0.00,216,0.0,726,1,0,False,0.2,0,2,8.01
702,Ashley Phillips,40,DEF,Spurs,0,368,0,0,5177,0,0.0,0,0,0,,,156,0.0,705,0.0,212,401,179,210,0.0,0,565,0.0,0.0,560,221,0.0,213,0.00,,0,Phillips,0.1,0.0,,0.0,209,0,203,0,0.00,,,491,,0.0,10277,0.0,0.0,0.0,0,0,0,0,0.00,554,538,0.0,0.0,0,0,a,0.00,329,0.0,516,0,0,False,0.0,0,0,0.0
722,Jamie Donley,45,FWD,Spurs,0,331,0,0,1846,0,0.0,0,0,0,,,74,0.0,442,0.0,75,536,73,75,0.0,0,674,0.0,0.0,671,80,0.0,73,0.00,,0,Donley,0.0,0.0,,0.0,77,0,75,0,0.00,,,629,,0.0,4057,0.0,0.0,0.0,0,0,0,0,0.00,665,660,0.0,0.0,0,0,a,0.00,247,0.0,651,0,0,False,0.0,0,0,0.0
740,Alfie Dorrington,40,DEF,Spurs,0,97,0,0,6,0,0.0,0,0,0,,,240,0.0,700,0.0,207,729,174,205,1.3,0,560,0.0,0.0,555,216,0.0,208,0.00,,0,Dorrington,0.0,0.0,,0.0,204,0,198,0,0.00,,,486,,0.0,97,0.0,0.0,0.0,0,0,0,0,0.00,549,533,0.0,0.0,0,0,a,0.00,6,0.0,511,0,0,False,1.3,0,0,0.0
522,Nayef Aguerd,45,DEF,West Ham,1,3184,0,0,63188,0,0.09,0,0,11,,,73,0.09,382,1.96,31,187,84,108,1.0,0,237,35.6,78.0,119,71,0.01,13,21.06,100.0,0,N.Aguerd,0.9,0.08,100.0,0.0,78,1,19,0,0.87,,2023-08-20T22:00:06.978879Z,253,,0.2,78771,1.0,25.2,4.9,136,21,0,1,0.97,45,311,2.0,253.0,966,0,a,0.10,1723,1.02,145,0,0,False,1.5,1,22,1.96
523,Michail Antonio,58,FWD,West Ham,0,7311,2,0,606276,4,0.44,-2,0,11,,,17,0.32,70,1.44,20,95,21,17,2.2,0,119,36.4,138.0,114,23,0.13,18,16.52,100.0,0,Antonio,3.5,0.19,100.0,0.0,19,4,28,0,1.74,,2023-10-05T08:30:09.332489Z,140,,0.4,654758,2.2,86.9,6.6,116,13,2,2,2.91,158,152,3.2,142.8,812,0,a,1.17,12346,1.22,79,2,1,False,2.7,1,38,1.83
524,Alphonse Areola,43,GKP,West Ham,0,21764,0,44,451746,2,0.08,3,0,12,,,1,0.0,568,1.83,6,7,18,63,1.8,0,106,33.7,0.0,136,30,0.0,7,22.40,,0,Areola,37.3,0.0,,3.67,12,1,57,0,0.00,,,173,,0.4,1978116,1.8,0.0,9.3,217,22,0,0,0.00,16,546,3.3,336.6,1080,1,a,0.00,12699,1.0,527,-3,0,False,2.3,2,40,1.87
525,Saïd Benrahma,57,MID,West Ham,0,363,1,0,79693,0,0.21,-3,0,4,,2.0,77,0.27,84,1.47,76,243,162,60,0.5,0,277,32.9,132.0,146,52,0.16,118,8.18,,0,Benrahma,0.5,0.11,,0.0,124,1,55,0,0.51,,,336,2.0,0.1,28609,0.5,138.0,2.8,52,7,1,0,1.26,286,83,1.8,59.6,430,0,a,0.75,934,0.84,87,3,0,False,1.0,0,16,1.71
526,Jarrod Bowen,77,MID,West Ham,0,241246,1,0,1020745,8,0.08,7,1,12,2.0,,5,0.53,17,1.83,6,12,9,61,6.2,-1,7,99.3,478.0,8,10,0.11,2,22.36,100.0,0,Bowen,29.8,0.42,100.0,0.0,5,1,2,0,5.07,,2023-09-22T11:30:08.260489Z,13,4.0,0.8,3483296,6.2,134.0,9.7,227,22,1,8,6.41,5,86,6.2,381.0,1080,0,a,1.34,14437,1.0,4,-7,1,True,6.7,8,75,1.86
527,Maxwel Cornet,52,MID,West Ham,0,35,0,0,5322,0,0.0,-3,-1,0,,,172,0.0,154,0.0,215,499,304,312,0.0,1,428,0.2,0.0,455,96,0.0,205,0.00,,0,Cornet,0.1,0.0,,0.0,211,0,311,0,0.00,,,708,,0.0,1314,0.0,0.0,0.2,2,0,0,0,0.00,439,722,1.0,2.2,1,0,a,0.00,81,0.0,719,3,0,False,0.5,0,1,0.0
