id,name,now_cost,position,team,influence_rank_type,now_cost_rank,threat_rank_type,bps,points_per_game_rank,expected_assists_per_90,points_per_game_rank_type,total_points,transfers_in_event,transfers_out_event,form_rank,in_dreamteam,news,goals_conceded_per_90,expected_assists,corners_and_indirect_freekicks_order,expected_goals_conceded,cost_change_event_fall,form,minutes,chance_of_playing_next_round,expected_goals_conceded_per_90,starts,ep_next,web_name,selected_rank,points_per_game,assists,expected_goals_per_90,ict_index_rank,creativity_rank,chance_of_playing_this_round,status,penalties_saved,selected_by_percent,saves_per_90,saves,threat_rank,news_added,dreamteam_count,cost_change_event,transfers_in,ict_index_rank_type,influence_rank,direct_freekicks_order,event_points,goals_conceded,value_form,starts_per_90,expected_goal_involvements_per_90,selected_rank_type,cost_change_start,ep_this,penalties_missed,threat,red_cards,own_goals,clean_sheets_per_90,expected_goals,yellow_cards,creativity,ict_index,influence,expected_goal_involvements,penalties_order,clean_sheets,bonus,now_cost_rank_type,goals_scored,transfers_out,value_season,creativity_rank_type,cost_change_start_fall,form_rank_type
335,James Shea,43,GKP,Luton,77,567,56,0,573,0.0,77,0,49,85,500,False,,0.0,0.00,,0.00,0,0.0,0,,0.0,0,-0.5,Shea,373,0.0,0,0.0,566,545,,a,0,0.1,0.0,0,526,,0,0,1481,77,560,,0,0,0.0,0.0,0.0,55,-2,-1.0,0,0.0,0,0,0.0,0.00,0,0.0,0.0,0.0,0.00,,0,0,29,0,10078,0.0,62,2,76
336,Joe Taylor,45,FWD,Luton,63,397,65,0,641,0.0,69,0,0,102,591,False,Season long loan to Colchester United,0.0,0.00,,0.00,0,0.0,0,0.0,0.0,0,0.0,Taylor,417,0.0,0,0.0,635,625,0.0,u,0,0.1,0.0,0,614,2023-08-11T10:53:00.375635Z,0,0,0,65,629,,0,0,0.0,0.0,0.0,62,0,0.0,0,0.0,0,0,0.0,0.00,0,0.0,0.0,0.0,0.00,,0,0,69,0,23273,0.0,66,0,63
337,Elliot Thorpe,45,MID,Luton,246,392,242,0,639,0.0,254,0,0,5,589,False,Joined Shrewsbury Town on a season-long loan,0.0,0.00,,0.00,0,0.0,0,0.0,0.0,0,0.0,Thorpe,710,0.0,0,0.0,633,623,0.0,u,0,0.0,0.0,0,612,2023-07-13T12:00:04.224388Z,0,0,14,250,627,,0,0,0.0,0.0,0.0,297,0,0.0,0,0.0,0,0,0.0,0.00,0,0.0,0.0,0.0,0.00,,0,0,228,0,564,0.0,247,0,222
338,Jack Walton,40,GKP,Luton,57,644,34,0,515,0.0,57,0,0,8,438,False,Joined Dundee United on a season-long loan - Expected back 01 Jul,0.0,0.00,,0.00,0,0.0,0,0.0,0.0,0,0.0,Walton,672,0.0,0,0.0,511,489,0.0,u,0,0.0,0.0,0,465,2023-07-11T09:00:04.234257Z,0,0,0,57,504,,0,0,0.0,0.0,0.0,81,0,0.0,0,0.0,0,0,0.0,0.00,0,0.0,0.0,0.0,0.00,,0,0,49,0,690,0.0,41,0,56
339,Louie Watson,44,MID,Luton,224,521,219,0,604,0.0,233,0,0,217,548,False,Season-long loan to Charlton,0.0,0.00,,0.00,0,0.0,0,0.0,0.0,0,0.0,Watson,353,0.0,0,0.0,598,582,0.0,u,0,0.1,0.0,0,568,2023-09-01T21:49:21.681463Z,0,0,3951,229,591,,0,0,0.0,0.0,0.0,110,-1,0.0,0,0.0,0,0,0.0,0.00,0,0.0,0.0,0.0,0.00,,0,0,290,0,26403,0.0,225,1,199
340,Cauley Woodrow,44,FWD,Luton,39,484,45,29,377,0.54,44,7,384,4426,351,False,Calf injury - Expected back 02 Dec,2.43,0.44,,1.60,0,0.2,74,0.0,1.95,0,0.0,Woodrow,182,1.0,0,0.74,324,229,0.0,i,0,1.0,0.0,0,249,2023-11-10T17:30:09.674003Z,0,0,121334,42,362,,0,2,0.0,0.0,1.28,29,-1,0.0,0,32.0,0,0,0.0,0.61,0,49.3,10.6,26.0,1.05,3.0,0,0,89,0,101446,1.6,37,1,45
393,Teden Mengi,39,DEF,Luton,86,733,96,65,322,0.01,106,9,7063,1653,203,False,,1.57,0.03,,12.19,0,1.5,515,,2.13,5,1.0,Mengi,173,1.3,0,0.02,300,386,,a,0,1.1,0.0,0,298,,0,0,123065,105,210,,2,9,0.4,0.87,0.03,67,-1,0.5,0,18.0,0,0,0.0,0.11,0,3.4,13.1,108.4,0.14,,0,0,233,0,41016,2.3,141,1,61
553,Ryan Giles,43,DEF,Luton,122,592,99,48,370,0.11,129,6,53,119,303,False,,2.54,0.35,2.0,7.44,0,0.5,283,,2.37,3,0.0,Giles,399,1.0,0,0.02,286,146,,a,0,0.1,0.0,0,304,,0,0,8680,100,319,,1,8,0.1,0.95,0.13,155,-2,-0.5,0,17.0,0,0,0.0,0.06,0,89.8,15.1,43.4,0.41,,0,0,150,0,15944,1.4,34,2,100
575,Tom Lockyer,43,DEF,Luton,25,573,27,135,265,0.02,86,20,541,538,205,False,,1.9,0.21,,23.61,0,1.5,945,100.0,2.25,11,1.0,Lockyer,293,1.8,1,0.08,147,272,100.0,a,0,0.2,0.0,0,156,2023-09-28T17:00:09.592247Z,0,0,26227,39,77,,1,20,0.3,1.05,0.1,114,-2,0.5,0,70.0,0,1,0.0,0.83,3,35.7,32.8,222.0,1.04,,0,1,133,1,20888,4.7,85,2,63
582,Pelly Ruddock Mpanzu,47,MID,Luton,140,316,123,48,303,0.23,138,16,26,49,258,False,,1.61,1.31,,12.99,1,1.0,502,,2.33,5,0.5,Mpanzu,541,1.5,0,0.08,293,200,,a,0,0.0,0.0,0,234,,0,-1,2561,133,324,,1,9,0.2,0.9,0.31,195,-3,0.0,0,38.0,0,0,0.0,0.44,0,61.3,14.1,42.4,1.75,,0,0,206,0,5533,3.4,116,3,122
586,Tahith Chong,48,MID,Luton,103,301,77,44,272,0.04,120,18,267,176,116,False,,2.06,0.24,,12.55,0,2.5,525,,2.15,5,2.0,Chong,432,1.8,0,0.14,236,250,,a,0,0.1,0.0,0,126,,0,0,9373,114,256,,1,12,0.5,0.86,0.18,141,-2,1.5,0,91.0,0,0,0.0,0.84,2,42.5,20.9,79.2,1.08,,0,0,198,1,14695,3.8,137,2,58
602,Issa Kaboré,40,DEF,Luton,67,686,48,108,223,0.14,74,23,10628,4906,112,False,,1.62,1.19,,16.65,0,2.5,777,,1.93,9,2.0,Kaboré,69,2.1,2,0.03,151,78,,a,0,6.0,0.0,0,201,,0,0,525318,40,166,,1,14,0.6,1.04,0.17,25,0,1.5,0,48.0,0,0,0.0,0.22,4,144.2,32.7,135.6,1.41,,0,3,207,0,500936,5.8,15,0,27
614,Thomas Kaminski,45,GKP,Luton,6,352,66,185,214,0.0,20,27,823,298,104,False,,1.83,0.02,,25.27,0,2.8,1080,,2.11,12,2.3,Kaminski,294,2.2,0,0.0,137,606,,a,0,0.2,3.58,43,593,,0,0,30289,7,15,,3,22,0.6,1.0,0.0,42,0,1.8,0,0.0,0,0,0.0,0.00,1,0.0,33.7,337.0,0.02,,0,1,15,0,25408,6.0,71,0,8
630,Ross Barkley,49,MID,Luton,110,224,102,67,283,0.08,128,12,198,128,185,False,,2.03,0.41,4.0,10.53,0,1.8,443,100.0,2.14,5,1.3,Barkley,438,1.7,0,0.13,215,122,100.0,a,0,0.1,0.0,0,177,2023-09-16T23:30:07.302434Z,0,0,5914,106,271,1.0,2,10,0.4,1.02,0.21,142,-1,0.8,0,61.0,0,0,0.0,0.64,0,105.9,23.3,69.0,1.05,,0,0,142,0,17900,2.4,87,1,84
631,Jacob Brown,49,FWD,Luton,36,258,26,33,297,0.05,38,18,296,388,263,False,,2.21,0.32,,15.80,0,1.0,571,,2.49,7,0.5,Brown,361,1.6,1,0.29,207,169,,a,0,0.1,0.0,0,71,,0,0,20942,32,316,,0,14,0.2,1.1,0.34,58,-1,0.0,0,143.0,0,0,0.0,1.85,2,73.7,25.1,44.0,2.17,,0,0,55,0,19714,3.7,20,1,31
648,Aidan Francis-Clarke,40,DEF,Luton,214,706,204,0,566,0.0,210,0,0,16,492,False,Season long loan to Dagenham and Redbridge,0.0,0.00,,0.00,0,0.0,0,0.0,0.0,0,0.0,Francis-Clarke,613,0.0,0,0.0,561,539,0.0,u,0,0.0,0.0,0,517,2023-09-11T14:13:13.987409Z,0,0,713,213,555,,0,0,0.0,0.0,0.0,215,0,0.0,0,0.0,0,0,0.0,0.00,0,0.0,0.0,0.0,0.00,,0,0,222,0,1251,0.0,211,0,180
665,Tim Krul,44,GKP,Luton,80,472,60,0,582,0.0,80,0,66,80,521,False,,0.0,0.00,,0.00,0,0.0,0,,0.0,0,-0.5,Krul,531,0.0,0,0.0,576,559,,a,0,0.0,0.0,0,543,,0,0,2094,80,570,,0,0,0.0,0.0,0.0,70,-1,-1.0,0,0.0,0,0,0.0,0.00,0,0.0,0.0,0.0,0.00,,0,0,22,0,2163,0.0,66,1,79
682,Joseph Johnson,40,DEF,Luton,217,709,207,0,569,0.0,213,0,128,79,495,False,,0.0,0.00,,0.00,0,0.0,0,,0.0,0,-0.5,Johnson,538,0.0,0,0.0,564,542,,a,0,0.0,0.0,0,520,,0,0,2941,216,558,,0,0,0.0,0.0,0.0,200,0,-1.0,0,0.0,0,0,0.0,0.00,0,0.0,0.0,0.0,0.00,,0,0,225,0,1690,0.0,214,0,183
727,Andros Townsend,50,MID,Luton,156,169,163,41,188,0.15,83,10,117,55,117,False,,1.58,0.28,2.0,3.16,0,2.5,171,,1.66,2,2.0,Townsend,665,2.5,1,0.05,340,242,,a,0,0.0,0.0,0,322,,0,0,1182,155,357,,2,3,0.5,1.05,0.2,269,0,1.5,0,15.0,0,0,0.53,0.09,0,45.1,8.8,28.0,0.37,,1,0,105,0,360,2.0,133,0,59
729,Jayden Luker,45,MID,Luton,282,468,280,0,689,0.0,287,0,47,23,649,False,,0.0,0.00,,0.00,0,0.0,0,,0.0,0,-0.5,Luker,720,0.0,0,0.0,688,678,,a,0,0.0,0.0,0,671,,0,0,348,286,682,,0,0,0.0,0.0,0.0,303,0,-1.0,0,0.0,0,0,0.0,0.00,0,0.0,0.0,0.0,0.00,,0,0,274,0,127,0.0,283,0,262
734,Zack Nelson,45,MID,Luton,279,465,277,0,686,0.0,284,0,51,11,646,False,,0.0,0.00,,0.00,0,0.0,0,,0.0,0,-0.5,Nelson,730,0.0,0,0.0,685,675,,a,0,0.0,0.0,0,668,,0,0,149,283,679,,0,0,0.0,0.0,0.0,310,0,-1.0,0,0.0,0,0,0.0,0.00,0,0.0,0.0,0.0,0.00,,0,0,271,0,30,0.0,280,0,259
341,Manuel Akanji,49,DEF,Man City,23,249,39,181,62,0.07,13,36,24105,3349,83,False,,1.11,0.64,,9.01,0,3.2,810,100.0,1.0,9,3.7,Akanji,83,4.0,0,0.05,107,135,100.0,a,0,4.9,0.0,0,181,2023-11-08T09:00:09.507801Z,0,0,882414,27,73,,6,10,0.7,1.0,0.12,32,-1,4.2,0,60.0,1,0,0.33,0.41,1,95.5,38.0,225.4,1.05,,3,1,32,2,947239,7.3,27,1,20
342,Nathan Aké,50,DEF,Man City,55,177,7,141,92,0.05,24,32,3811,26323,118,False,Knock - 75% chance of playing,0.98,0.29,,4.80,0,2.5,552,75.0,0.78,6,2.2,Aké,78,3.6,0,0.19,153,220,100.0,d,0,5.3,0.0,0,96,2023-11-13T01:00:09.634159Z,0,0,613050,41,149,,0,6,0.5,0.98,0.24,29,0,3.5,0,126.0,0,0,0.16,1.14,0,52.4,32.6,148.0,1.43,,1,2,22,2,624667,6.4,59,0,30
343,Julián Álvarez,71,FWD,Man City,4,30,11,274,13,0.22,3,66,32038,86971,47,False,,0.82,2.39,2.0,9.07,1,4.5,986,,0.83,12,5.0,J.Alvarez,10,5.5,6,0.31,10,7,,a,0,32.2,0.0,0,25,,2,-1,4165171,3,34,2.0,5,9,0.6,1.1,0.53,3,6,5.5,0,287.0,0,0,0.46,3.44,2,399.3,96.0,273.4,5.83,3.0,5,11,12,4,1612229,9.3,1,-6,8
344,Bernardo Veiga de Carvalho e Silva,63,MID,Man City,16,54,44,218,15,0.34,8,49,26043,4051,5,False,,1.11,2.77,,7.97,0,7.5,728,100.0,0.99,8,8.0,Bernardo,122,5.4,3,0.1,34,25,100.0,a,0,2.3,0.0,0,72,2023-09-20T09:00:09.855543Z,2,0,208692,24,47,,7,9,1.2,0.99,0.44,35,-2,8.5,0,142.0,0,0,0.25,0.84,2,268.9,66.4,252.2,3.61,,2,8,32,3,454426,7.8,19,2,3
345,Oscar Bobb,44,MID,Man City,155,548,182,39,184,1.07,81,10,273,267,248,False,,1.73,0.62,,0.36,0,1.0,52,,0.62,0,1.5,Bobb,486,2.5,2,0.0,350,243,,a,0,0.1,0.0,0,361,,0,0,7100,158,354,,0,1,0.2,0.0,1.07,165,-1,2.0,0,8.0,0,0,0.0,0.00,0,44.3,8.1,29.0,0.62,,0,0,305,0,5523,2.3,134,1,117
346,João Cancelo,58,DEF,Man City,241,72,241,0,733,0.0,240,0,0,650,724,False,Season-long loan to Barcelona,0.0,0.00,,0.00,0,0.0,0,0.0,0.0,0,0.0,Cancelo,168,0.0,0,0.0,734,734,0.0,u,0,1.1,0.0,0,734,2023-09-01T21:47:31.722632Z,0,0,23685,241,734,,0,0,0.0,0.0,0.0,66,-2,0.0,0,0.0,0,0,0.0,0.00,0,0.0,0.0,0.0,0.00,,0,0,5,0,269199,0.0,241,2,236
347,Scott Carson,39,GKP,Man City,28,710,2,0,464,0.0,28,0,104,120,382,False,,0.0,0.00,,0.00,0,0.0,0,,0.0,0,0.5,Carson,424,0.0,0,0.0,459,434,,a,0,0.1,0.0,0,409,,0,0,5189,28,453,,0,0,0.0,0.0,0.0,63,-1,1.0,0,0.0,0,0,0.0,0.00,0,0.0,0.0,0.0,0.00,,0,0,68,0,5235,0.0,9,1,26
348,Shea Charles,45,MID,Man City,259,422,255,0,658,0.0,266,0,0,0,611,False,Permanent Transfer to Southampton,0.0,0.00,,0.00,0,0.0,0,0.0,0.0,0,0.0,Charles,741,0.0,0,0.0,654,644,0.0,u,0,0.0,0.0,0,634,2023-07-11T09:00:10.230763Z,0,0,0,263,648,,0,0,0.0,0.0,0.0,319,0,0.0,0,0.0,0,0,0.0,0.00,0,0.0,0.0,0.0,0.00,,0,0,243,0,36,0.0,260,0,236
349,Kevin De Bruyne,102,MID,Man City,203,4,206,4,435,0.65,216,1,473,1118,738,False,Hamstring injury - Expected back 16 Dec,0.0,0.16,1.0,0.10,0,0.0,22,0.0,0.41,1,0.0,De Bruyne,142,1.0,0,0.08,421,328,0.0,i,0,1.6,0.0,0,408,2023-08-12T08:00:06.610027Z,0,0,11019,195,437,1.0,0,0,0.0,4.09,0.73,42,-3,0.0,0,1.0,0,0,0.0,0.02,0,18.8,2.2,2.4,0.18,4.0,0,0,2,0,1285600,0.1,171,3,321
350,Rúben Gato Alves Dias,55,DEF,Man City,50,99,30,152,171,0.06,56,27,8990,16964,196,False,,1.09,0.56,,9.28,0,1.8,825,,1.01,9,2.3,Rúben,52,2.7,0,0.04,186,223,,a,0,7.4,0.0,0,161,,0,0,507242,54,138,,0,10,0.3,0.98,0.1,16,0,2.8,0,69.0,0,1,0.33,0.37,0,51.3,27.9,157.2,0.93,,3,1,7,0,565499,4.9,61,0,59
352,Ederson Santana de Moraes,55,GKP,Man City,18,95,84,192,104,0.0,11,37,4230,27798,120,False,Foot injury - 75% chance of playing,1.0,0.02,,10.35,0,2.5,990,75.0,0.94,11,2.2,Ederson M.,16,3.4,0,0.0,250,367,,d,0,17.0,1.73,19,728,2023-11-15T11:30:09.319940Z,0,0,877901,18,107,,1,11,0.5,1.0,0.0,2,0,3.5,0,0.0,0,0,0.36,0.00,2,10.0,19.9,191.4,0.02,,4,0,3,0,902480,6.7,4,0,12
353,Phil Foden,75,MID,Man City,12,20,14,227,38,0.19,22,55,18452,22886,52,False,,1.08,1.90,3.0,10.57,0,4.2,920,,1.03,10,4.7,Foden,40,4.6,3,0.27,11,11,,a,0,9.8,0.0,0,24,,0,0,1397884,8,37,,2,11,0.6,0.98,0.46,14,0,5.2,0,299.0,0,0,0.39,2.77,1,360.2,93.1,269.8,4.67,,4,6,13,3,1354962,7.3,7,0,26
354,Jack Grealish,72,MID,Man City,113,26,67,61,249,0.29,111,14,1061,2560,296,False,,0.83,1.05,4.0,4.15,0,0.8,325,100.0,1.15,3,1.3,Grealish,138,2.0,1,0.15,167,88,100.0,a,0,1.6,0.0,0,108,2023-09-06T09:30:07.230998Z,0,0,74477,82,279,,0,3,0.1,0.83,0.44,40,-3,1.8,0,109.0,0,0,0.55,0.55,3,130.9,30.6,66.0,1.60,,2,2,15,0,471796,1.9,63,3,143
355,Erling Haaland,140,FWD,Man City,1,1,1,375,2,0.08,1,96,81672,9454,2,True,,0.97,0.94,,10.52,0,10.2,1024,100.0,0.92,12,10.7,Haaland,1,8.0,3,1.11,1,61,100.0,a,0,83.2,0.0,0,1,2023-11-04T18:30:07.898730Z,4,0,836610,1,1,3.0,16,11,0.7,1.05,1.19,1,0,11.2,1,662.0,0,0,0.35,12.62,0,171.6,136.2,526.4,13.56,1.0,4,14,1,13,1345401,6.9,4,0,1
356,Mateo Kovačić,48,MID,Man City,112,284,112,99,258,0.12,113,17,238,906,259,False,Muscle injury - 75% chance of playing,0.8,0.73,,4.27,0,1.0,560,75.0,0.69,6,1.1,Kovačić,251,1.9,0,0.09,221,116,100.0,d,0,0.4,0.0,0,204,2023-11-14T11:30:09.729876Z,0,0,37427,109,277,,1,5,0.2,0.96,0.21,82,-2,2.0,0,47.0,0,0,0.48,0.56,2,111.8,22.6,67.6,1.29,,3,0,184,0,106623,3.5,83,2,123
357,Aymeric Laporte,49,DEF,Man City,146,232,103,4,415,0.0,137,1,0,81,675,False,Transferred to Al Nassr,0.0,0.00,,0.07,0,0.0,11,0.0,0.57,0,0.0,Laporte,393,1.0,0,0.98,408,433,0.0,u,0,0.1,0.0,0,310,2023-08-25T08:36:39.711991Z,0,0,2340,144,397,,0,0,0.0,0.0,0.98,149,-1,0.0,0,17.0,0,0,0.0,0.12,0,0.1,2.9,11.4,0.12,,0,0,29,0,33968,0.2,156,1,231
358,Rico Lewis,43,DEF,Man City,154,600,129,56,130,0.06,43,15,373,965,347,False,,0.54,0.11,,1.03,0,0.2,166,,0.56,2,0.7,R.Lewis,273,3.0,0,0.0,416,362,,a,0,0.3,0.0,0,368,,0,0,52381,147,423,,0,1,0.0,1.08,0.06,107,-2,1.2,0,6.0,0,0,1.08,0.00,0,10.5,2.3,5.8,0.11,,2,0,155,0,69500,3.5,130,2,115
359,Riyad Mahrez,75,MID,Man City,321,19,321,0,740,0.0,321,0,0,13,736,False,Permanent transfer to Al-Ahli,0.0,0.00,,0.00,0,0.0,0,0.0,0.0,0,0.0,Mahrez,524,0.0,0,0.0,741,741,0.0,u,0,0.0,0.0,0,741,2023-07-31T07:05:47.120993Z,0,0,0,321,741,,0,0,0.0,0.0,0.0,185,0,0.0,0,0.0,0,0,0.0,0.00,0,0.0,0.0,0.0,0.00,,0,0,12,0,5446,0.0,321,0,320
361,Stefan Ortega Moreno,39,GKP,Man City,26,716,7,12,231,0.0,23,2,1871,1379,297,False,,1.0,0.00,,0.83,0,0.5,90,,0.83,1,1.0,Ortega Moreno,191,2.0,0,0.0,424,440,,a,0,0.8,2.0,2,415,,0,0,64346,26,381,,0,1,0.1,1.0,0.0,25,-1,1.5,0,0.0,0,0,0.0,0.00,0,0.0,1.9,18.6,0.00,,0,0,73,0,58702,0.5,14,1,23
363,Máximo Perrone,44,MID,Man City,236,550,231,0,620,0.0,245,0,0,9,565,False,Season-long loan to UD Las Palmas,0.0,0.00,,0.00,0,0.0,0,0.0,0.0,0,0.0,Perrone,664,0.0,0,0.0,614,598,0.0,u,0,0.0,0.0,0,584,2023-08-25T08:39:41.545276Z,0,0,332,241,607,,0,0,0.0,0.0,0.0,268,-1,0.0,0,0.0,0,0,0.0,0.00,0,0.0,0.0,0.0,0.00,,0,0,306,0,2190,0.0,237,1,212
364,Kalvin Phillips,48,MID,Man City,172,288,191,14,409,0.07,195,4,49,73,362,False,,2.02,0.07,,1.58,0,0.2,89,,1.6,0,0.7,Phillips,532,1.0,0,0.07,405,369,,a,0,0.0,0.0,0,375,,0,0,1678,188,385,,0,2,0.0,0.0,0.14,190,-2,1.2,0,6.0,0,0,0.0,0.07,0,9.3,3.1,16.2,0.14,,0,0,188,0,3863,0.8,186,2,172
365,Rodrigo Hernandez,56,MID,Man City,10,90,37,211,42,0.23,24,45,11649,5607,41,False,,0.88,2.07,,10.76,0,4.8,820,100.0,1.18,10,5.3,Rodrigo,70,4.5,3,0.12,32,44,100.0,a,0,6.0,0.0,0,58,2023-09-23T21:30:07.288023Z,1,0,1172224,22,27,,6,8,0.9,1.1,0.35,22,1,5.8,0,171.0,1,0,0.44,1.13,4,206.5,67.2,294.0,3.20,,4,5,55,3,1151806,8.0,34,-1,19
366,Sergio Gómez,39,DEF,Man City,142,736,136,17,183,0.48,61,5,251,4514,403,False,Ankle injury - Expected back 25 Nov,0.0,0.08,,0.02,0,0.0,15,0.0,0.12,0,0.0,Sergio Gómez,175,2.5,1,0.0,389,346,0.0,i,0,1.0,0.0,0,382,2023-11-04T21:00:08.878260Z,0,0,113732,138,378,,0,0,0.0,0.0,0.48,68,-1,0.0,0,4.0,0,0,0.0,0.00,0,14.6,3.8,19.4,0.08,,0,0,236,0,112016,1.3,121,1,126
367,Zack Steffen,39,GKP,Man City,35,723,11,0,475,0.0,35,0,457,409,393,False,,0.0,0.00,,0.00,0,0.0,0,,0.0,0,0.5,Steffen,306,0.0,0,0.0,470,447,,a,0,0.2,0.0,0,422,,0,0,16268,35,464,,0,0,0.0,0.0,0.0,46,-1,1.0,0,0.0,0,0,0.0,0.00,0,0.0,0.0,0.0,0.00,,0,0,77,0,11871,0.0,18,1,33
368,John Stones,53,DEF,Man City,137,133,133,70,77,0.02,20,15,145,15727,75,False,Muscle injury - Unknown return date,0.7,0.06,,2.23,0,3.5,256,0.0,0.78,3,0.0,Stones,105,3.8,0,0.0,352,245,0.0,i,0,3.1,0.0,0,377,2023-11-08T09:00:09.561253Z,0,0,84082,127,355,,0,2,0.7,1.05,0.02,45,-2,0.0,0,6.0,0,0,0.7,0.00,0,44.0,7.9,28.8,0.06,,2,0,11,0,2175059,2.8,72,2,18
369,Kyle Walker,53,DEF,Man City,58,131,56,231,93,0.09,25,43,21547,37922,97,False,,1.0,1.06,,11.18,0,3.0,1080,,0.93,12,3.5,Walker,18,3.6,1,0.01,98,40,,a,0,16.5,0.0,0,213,,0,0,1816976,23,154,,0,12,0.6,1.0,0.1,6,3,4.0,0,45.0,0,0,0.33,0.16,1,218.1,40.8,144.8,1.22,,4,4,10,0,744209,8.1,7,-3,24
566,Matheus Luiz Nunes,49,MID,Man City,106,268,144,53,298,0.1,137,11,83,429,367,False,,1.9,0.44,,5.37,0,0.2,379,100.0,1.28,4,0.7,Matheus N.,380,1.6,1,0.01,267,163,100.0,a,0,0.1,0.0,0,281,2023-08-19T18:00:07.522141Z,0,0,20835,122,263,,0,8,0.0,0.95,0.11,123,-1,1.2,0,22.0,1,0,0.24,0.05,0,78.8,17.4,73.8,0.49,,1,0,171,0,33071,2.2,105,1,176
616,Joško Gvardiol,50,DEF,Man City,62,210,45,155,138,0.07,45,27,4578,12419,163,False,,0.98,0.53,,8.29,0,2.0,731,,1.02,8,2.5,Gvardiol,87,3.0,0,0.03,171,124,,a,0,4.3,0.0,0,196,,0,0,544280,47,161,,0,8,0.4,0.98,0.1,34,0,3.0,0,51.0,0,0,0.37,0.22,1,104.8,29.6,139.6,0.75,,3,1,27,0,506565,5.4,22,0,49
678,Jérémy Doku,67,MID,Man City,20,43,20,178,30,0.29,19,43,75348,39884,6,False,,1.47,1.78,,5.66,-1,7.2,552,,0.92,7,7.7,Doku,56,4.8,5,0.1,30,47,,a,0,7.2,0.0,0,34,,1,1,942719,21,56,,0,9,1.1,1.14,0.39,19,2,8.2,0,233.0,0,0,0.0,0.61,2,200.8,67.7,242.4,2.39,,0,6,26,2,238065,6.4,37,-2,4
209,Mason Mount,68,MID,Man Utd,129,36,119,51,312,0.07,146,12,328,881,271,False,,1.36,0.32,4.0,6.92,0,1.0,397,100.0,1.57,4,1.5,Mount,185,1.5,0,0.05,264,153,100.0,a,0,0.9,0.0,0,226,2023-08-22T20:00:06.396065Z,0,0,23783,120,300,,1,6,0.1,0.91,0.12,61,-2,2.0,0,40.0,0,0,0.23,0.20,1,86.3,18.0,53.0,0.52,,1,0,20,0,271072,1.8,101,2,130
370,Alex Telles,45,DEF,Man Utd,234,366,232,0,628,0.0,232,0,0,6,576,False,Permanent transfer to Al Nassr,0.0,0.00,,0.00,0,0.0,0,0.0,0.0,0,0.0,Alex Telles,699,0.0,0,0.0,622,612,0.0,u,0,0.0,0.0,0,600,2023-07-24T09:56:30.018038Z,0,0,0,234,616,,0,0,0.0,0.0,0.0,235,0,0.0,0,0.0,0,0,0.0,0.00,0,0.0,0.0,0.0,0.00,,0,0,60,0,689,0.0,234,0,219
371,Amad Diallo,44,MID,Man Utd,239,557,235,0,623,0.0,248,0,40,41,569,False,Knee injury - Unknown return date,0.0,0.00,,0.00,0,0.0,0,0.0,0.0,0,0.0,Amad,594,0.0,0,0.0,617,603,0.0,i,0,0.0,0.0,0,589,2023-08-07T17:30:06.162100Z,0,0,766,244,610,,0,0,0.0,0.0,0.0,226,-1,0.0,0,0.0,0,0,0.0,0.00,0,0.0,0.0,0.0,0.00,,0,0,311,0,3394,0.0,241,1,215
372,Antony Matheus dos Santos,68,MID,Man Utd,136,39,76,56,288,0.15,133,15,294,601,224,False,,0.93,0.79,,8.01,0,1.5,486,100.0,1.48,6,2.0,Antony,219,1.7,0,0.16,201,102,100.0,a,0,0.6,0.0,0,124,2023-09-11T09:00:09.278158Z,0,0,21115,100,312,,1,5,0.2,1.11,0.31,71,-2,2.5,0,92.0,0,0,0.37,0.84,2,122.1,25.7,44.8,1.63,,2,0,23,0,104006,2.2,74,2,106
373,Bruno Borges Fernandes,83,MID,Man Utd,4,9,17,218,40,0.3,23,55,24017,35513,22,False,,1.33,3.61,2.0,19.10,0,5.5,1080,,1.59,12,6.0,B.Fernandes,21,4.6,2,0.28,6,2,,a,0,15.2,0.0,0,31,,2,0,1139985,4,10,1.0,3,16,0.7,1.0,0.58,8,-2,6.5,0,257.0,0,0,0.33,3.41,4,483.8,108.4,343.8,7.02,1.0,4,10,6,3,2204565,6.6,1,2,12
374,Brandon Williams,40,DEF,Man Utd,186,654,175,0,523,0.0,182,0,0,65,448,False,Season-long loan to Ipswich Town,0.0,0.00,,0.00,0,0.0,0,0.0,0.0,0,0.0,B.Williams,446,0.0,0,0.0,519,497,0.0,u,0,0.1,0.0,0,473,2023-08-25T08:38:04.574841Z,0,0,1224,186,512,,0,0,0.0,0.0,0.0,172,0,0.0,0,0.0,0,0,0.0,0.00,0,0.0,0.0,0.0,0.00,,0,0,185,0,11865,0.0,184,0,151
375,Eric Bailly,40,DEF,Man Utd,178,640,167,0,511,0.0,174,0,0,110,434,False,Permanent transfer to Süper Lig club Beşiktaş,0.0,0.00,,0.00,0,0.0,0,0.0,0.0,0,0.0,Bailly,403,0.0,0,0.0,507,485,0.0,u,0,0.1,0.0,0,461,2023-09-06T09:24:44.178755Z,0,0,2895,178,500,,0,0,0.0,0.0,0.0,157,0,0.0,0,0.0,0,0,0.0,0.00,0,0.0,0.0,0.0,0.00,,0,0,175,0,15291,0.0,176,0,141
